phenotype_name	source_concept_id	standard_concept_id	source_name	source_vocabulary	source_domain	standard_name	standard_vocabulary	standard_domain
MI/Revascularization	44826635	441579	Acute myocardial infarction of inferoposterior wall, episode of care unspecified	ICD9CM	Condition	Acute myocardial infarction of inferoposterior wall	SNOMED	Condition
MI/Revascularization	44826636	312327	Acute myocardial infarction of other specified sites, episode of care unspecified	ICD9CM	Condition	Acute myocardial infarction	SNOMED	Condition
MI/Revascularization	44827782	434376	Acute myocardial infarction of other anterior wall, initial episode of care	ICD9CM	Condition	Acute myocardial infarction of anterior wall	SNOMED	Condition
MI/Revascularization	44828972	439693	True posterior wall infarction, episode of care unspecified	ICD9CM	Condition	True posterior myocardial infarction	SNOMED	Condition
MI/Revascularization	44828973	444406	Subendocardial infarction, subsequent episode of care	ICD9CM	Condition	Acute subendocardial infarction	SNOMED	Condition
MI/Revascularization	44830079	436706	Acute myocardial infarction, of other lateral wall	ICD9CM	Condition	Acute myocardial infarction of lateral wall	SNOMED	Condition
MI/Revascularization	44831236	434376	Acute myocardial infarction of other anterior wall, episode of care unspecified	ICD9CM	Condition	Acute myocardial infarction of anterior wall	SNOMED	Condition
MI/Revascularization	44831237	439693	True posterior wall infarction, subsequent episode of care	ICD9CM	Condition	True posterior myocardial infarction	SNOMED	Condition
MI/Revascularization	44832372	312327	Acute myocardial infarction	ICD9CM	Condition	Acute myocardial infarction	SNOMED	Condition
MI/Revascularization	44832373	441579	Acute myocardial infarction, of inferoposterior wall	ICD9CM	Condition	Acute myocardial infarction of inferoposterior wall	SNOMED	Condition
MI/Revascularization	44832374	438170	Acute myocardial infarction of other inferior wall, subsequent episode of care	ICD9CM	Condition	Acute myocardial infarction of inferior wall	SNOMED	Condition
MI/Revascularization	44832375	436706	Acute myocardial infarction of other lateral wall, episode of care unspecified	ICD9CM	Condition	Acute myocardial infarction of lateral wall	SNOMED	Condition
MI/Revascularization	44832376	312327	Acute myocardial infarction of other specified sites, subsequent episode of care	ICD9CM	Condition	Acute myocardial infarction	SNOMED	Condition
MI/Revascularization	44833561	441579	Acute myocardial infarction of inferoposterior wall, initial episode of care	ICD9CM	Condition	Acute myocardial infarction of inferoposterior wall	SNOMED	Condition
MI/Revascularization	44834718	434376	Acute myocardial infarction, of other anterior wall	ICD9CM	Condition	Acute myocardial infarction of anterior wall	SNOMED	Condition
MI/Revascularization	44834719	438170	Acute myocardial infarction of other inferior wall, episode of care unspecified	ICD9CM	Condition	Acute myocardial infarction of inferior wall	SNOMED	Condition
MI/Revascularization	44834720	436706	Acute myocardial infarction of other lateral wall, initial episode of care	ICD9CM	Condition	Acute myocardial infarction of lateral wall	SNOMED	Condition
MI/Revascularization	44834721	436706	Acute myocardial infarction of other lateral wall, subsequent episode of care	ICD9CM	Condition	Acute myocardial infarction of lateral wall	SNOMED	Condition
MI/Revascularization	44834722	439693	Acute myocardial infarction, true posterior wall infarction	ICD9CM	Condition	True posterior myocardial infarction	SNOMED	Condition
MI/Revascularization	44834723	312327	Acute myocardial infarction, of other specified sites	ICD9CM	Condition	Acute myocardial infarction	SNOMED	Condition
MI/Revascularization	44834724	312327	Acute myocardial infarction of other specified sites, initial episode of care	ICD9CM	Condition	Acute myocardial infarction	SNOMED	Condition
MI/Revascularization	44835926	438170	Acute myocardial infarction of other inferior wall, initial episode of care	ICD9CM	Condition	Acute myocardial infarction of inferior wall	SNOMED	Condition
MI/Revascularization	44835927	444406	Subendocardial infarction, episode of care unspecified	ICD9CM	Condition	Acute subendocardial infarction	SNOMED	Condition
MI/Revascularization	44835928	312327	Acute myocardial infarction of unspecified site, episode of care unspecified	ICD9CM	Condition	Acute myocardial infarction	SNOMED	Condition
MI/Revascularization	44837099	439693	True posterior wall infarction, initial episode of care	ICD9CM	Condition	True posterior myocardial infarction	SNOMED	Condition
Multiple Sclerosis	44819583	374919	Multiple sclerosis	ICD9CM	Condition	Multiple sclerosis	SNOMED	Condition
Multiple Sclerosis	44820762	375801	Other demyelinating diseases of central nervous system	ICD9CM	Condition	Demyelinating disease of central nervous system	SNOMED	Condition
Multiple Sclerosis	44823003	4147498	Unspecified causes of encephalitis, myelitis, and encephalomyelitis	ICD9CM	Condition	Encephalitis, myelitis and encephalomyelitis	SNOMED	Condition
Multiple Sclerosis	44827694	375801	Demyelinating disease of central nervous system, unspecified	ICD9CM	Condition	Demyelinating disease of central nervous system	SNOMED	Condition
Multiple Sclerosis	44828867	139803	Acute (transverse) myelitis	ICD9CM	Condition	Acute transverse myelitis	SNOMED	Condition
Multiple Sclerosis	44828945	374954	Optic neuritis	ICD9CM	Condition	Optic neuritis	SNOMED	Condition
NOT Multiple sclerosis	44819500	443767	Diabetes with ophthalmic manifestations, type II or unspecified type, not stated as uncontrolled	ICD9CM	Condition	Eye disorder due to diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44819501	377821	Diabetes with neurological manifestations, type I [juvenile type], uncontrolled	ICD9CM	Condition	Neurological disorder with type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44819501	40484648	Diabetes with neurological manifestations, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus uncontrolled	SNOMED	Condition
NOT Multiple sclerosis	44819502	318712	Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled	ICD9CM	Condition	Peripheral circulatory disorder associated with type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44819502	40484648	Diabetes with peripheral circulatory disorders, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus uncontrolled	SNOMED	Condition
NOT Multiple sclerosis	44819503	201820	Diabetes with other specified manifestations	ICD9CM	Condition	Diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44819503	442793	Diabetes with other specified manifestations	ICD9CM	Condition	Diabetic complication	SNOMED	Condition
NOT Multiple sclerosis	44819504	201254	Diabetes with unspecified complication, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44819504	435216	Diabetes with unspecified complication, type I [juvenile type], uncontrolled	ICD9CM	Condition	Disorder due to type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44819504	40484648	Diabetes with unspecified complication, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus uncontrolled	SNOMED	Condition
NOT Multiple sclerosis	44819799	75580	Ulcerative (chronic) proctitis	ICD9CM	Condition	Chronic ulcerative proctitis	SNOMED	Condition
NOT Multiple sclerosis	44819938	140168	Other psoriasis	ICD9CM	Condition	Psoriasis	SNOMED	Condition
NOT Multiple sclerosis	44820682	443412	Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus without complication	SNOMED	Condition
NOT Multiple sclerosis	44820683	443735	Diabetes with other coma, type I [juvenile type], uncontrolled	ICD9CM	Condition	Coma associated with diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44820683	40484648	Diabetes with other coma, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus uncontrolled	SNOMED	Condition
NOT Multiple sclerosis	44820684	40484648	Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus uncontrolled	SNOMED	Condition
NOT Multiple sclerosis	44820684	42538169	Diabetes with ophthalmic manifestations, type I [juvenile type], uncontrolled	ICD9CM	Condition	Disorder of eye with type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44820685	201820	Diabetes with unspecified complication	ICD9CM	Condition	Diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44820685	442793	Diabetes with unspecified complication	ICD9CM	Condition	Diabetic complication	SNOMED	Condition
NOT Multiple sclerosis	44820889	317009	Chronic obstructive asthma with status asthmaticus	ICD9CM	Condition	Asthma	SNOMED	Condition
NOT Multiple sclerosis	44820945	194684	Regional enteritis of large intestine	ICD9CM	Condition	Crohn's disease of large bowel	SNOMED	Condition
NOT Multiple sclerosis	44820946	194077	Ulcerative (chronic) enterocolitis	ICD9CM	Condition	Chronic ulcerative enterocolitis	SNOMED	Condition
NOT Multiple sclerosis	44821123	81097	Felty's syndrome	ICD9CM	Condition	Felty's syndrome	SNOMED	Condition
NOT Multiple sclerosis	44821124	75622	Monoarticular juvenile rheumatoid arthritis	ICD9CM	Condition	Monarticular juvenile rheumatoid arthritis	SNOMED	Condition
NOT Multiple sclerosis	44821787	443412	Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus without complication	SNOMED	Condition
NOT Multiple sclerosis	44821787	40484648	Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus uncontrolled	SNOMED	Condition
NOT Multiple sclerosis	44821807	437256	Congenital factor XI deficiency	ICD9CM	Condition	Hereditary factor XI deficiency disease	SNOMED	Condition
NOT Multiple sclerosis	44821987	317009	Asthma	ICD9CM	Condition	Asthma	SNOMED	Condition
NOT Multiple sclerosis	44821988	317009	Asthma, unspecified type, unspecified	ICD9CM	Condition	Asthma	SNOMED	Condition
NOT Multiple sclerosis	44822028	201606	Regional enteritis of unspecified site	ICD9CM	Condition	Crohn's disease	SNOMED	Condition
NOT Multiple sclerosis	44822029	77317	Ulcerative (chronic) proctosigmoiditis	ICD9CM	Condition	Chronic ulcerative rectosigmoiditis	SNOMED	Condition
NOT Multiple sclerosis	44822934	201254	Diabetes with ketoacidosis, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44822934	439770	Diabetes with ketoacidosis, type I [juvenile type], uncontrolled	ICD9CM	Condition	Ketoacidosis in type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44822934	40484648	Diabetes with ketoacidosis, type I [juvenile type], uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus uncontrolled	SNOMED	Condition
NOT Multiple sclerosis	44822935	200687	Diabetes with renal manifestations, type I [juvenile type], not stated as uncontrolled	ICD9CM	Condition	Renal disorder associated with type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44822936	42538169	Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled	ICD9CM	Condition	Disorder of eye with type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44823144	45771045	Asthma, unspecified type, with (acute) exacerbation	ICD9CM	Condition	Acute exacerbation of asthma	SNOMED	Condition
NOT Multiple sclerosis	44823187	4291005	Hepatitis in viral diseases classified elsewhere	ICD9CM	Condition	Viral hepatitis	SNOMED	Condition
NOT Multiple sclerosis	44824071	201254	Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled	ICD9CM	Condition	Type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44824071	439770	Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled	ICD9CM	Condition	Ketoacidosis in type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44824072	201826	Diabetes with ketoacidosis, type II or unspecified type, uncontrolled	ICD9CM	Condition	Type 2 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44824072	443734	Diabetes with ketoacidosis, type II or unspecified type, uncontrolled	ICD9CM	Condition	Ketoacidosis in type 2 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44824072	40482801	Diabetes with ketoacidosis, type II or unspecified type, uncontrolled	ICD9CM	Condition	Type II diabetes mellitus uncontrolled	SNOMED	Condition
NOT Multiple sclerosis	44824073	443238	Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled	ICD9CM	Condition	Diabetic - poor control	SNOMED	Condition
NOT Multiple sclerosis	44824073	4226238	Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled	ICD9CM	Condition	Hyperosmolar coma associated with diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44824074	192279	Diabetes with renal manifestations	ICD9CM	Condition	Kidney disorder due to diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44824076	435508	Corticoadrenal insufficiency	ICD9CM	Condition	Adrenal cortical hypofunction	SNOMED	Condition
NOT Multiple sclerosis	44824287	312950	Extrinsic asthma, unspecified	ICD9CM	Condition	IgE-mediated allergic asthma	SNOMED	Condition
NOT Multiple sclerosis	44824288	45769442	Extrinsic asthma with status asthmaticus	ICD9CM	Condition	Acute severe exacerbation of allergic asthma	SNOMED	Condition
NOT Multiple sclerosis	44824289	4145497	Intrinsic asthma, unspecified	ICD9CM	Condition	Intrinsic asthma	SNOMED	Condition
NOT Multiple sclerosis	44824480	4266176	Psoriasis and similar disorders	ICD9CM	Condition	Acquired disorder of keratinization	SNOMED	Condition
NOT Multiple sclerosis	44825264	318712	Diabetes with peripheral circulatory disorders, type I [juvenile type], not stated as uncontrolled	ICD9CM	Condition	Peripheral circulatory disorder associated with type 1 diabetes mellitus	SNOMED	Condition
NOT Multiple sclerosis	44825351	43531560	Myasthenia gravis with (acute) exacerbation	ICD9CM	Condition	Myasthenia gravis with exacerbation	SNOMED	Condition
NOT Multiple sclerosis	44825522	195575	Regional enteritis of small intestine with large intestine	ICD9CM	Condition	Crohn's disease of small AND large intestines	SNOMED	Condition
NOT Multiple sclerosis	44825676	4291025	Rheumatoid arthritis and other inflammatory polyarthropathies	ICD9CM	Condition	Arthritis	SNOMED	Condition
